,Cluster,Chromosome,Start,End,Strand,Description,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15
Solyc05g006090.3,6,SL3.0ch05,823705,824387,+,RNase H family protein (AHRD V3.3 *** AT1G24090.1)               ,1.633187191,0.931363537,-0.136983321,1.487038887,1.956053955,0.429705313,-0.063475461,0.040387261,0.84275574,0.626796606,0.572519046,-1.489667877,-0.386826737,-0.924835373,-1.12896794,-0.440018846,-0.617770275,-1.098038823,-1.031035034,-1.20218785
Solyc05g006215.1,6,SL3.0ch05,882131,882258,-,"Nucleic ""acid-binding,"" OB-fold (AHRD V3.3 *** A0A103XVT7_CYNCS)                ",1.987051837,0.684067204,-0.488621753,1.047103211,2.231289055,0.783914003,-0.654011345,-0.194993647,-0.158528923,0.004691134,0.653346146,-0.483561723,0.716079509,-0.660362965,-0.599942869,-0.02139151,-0.753539398,-1.346830727,-1.226037575,-1.519719664
Solyc05g006310.2,9,SL3.0ch05,961157,961581,-,"Zinc finger ""protein,"" putative (AHRD V3.3 *-* B9RSL7_RICCO)               ",1.677265303,-0.415172664,-0.417287994,-0.416327723,2.289397055,-0.413518357,-0.417287994,-0.369884637,3.012830294,-0.382978408,-0.410468908,-0.414179969,-0.417287994,-0.417287994,-0.417287994,-0.414599363,-0.410325206,-0.413405221,-0.414904234,-0.417287994
Solyc05g006470.3,8,SL3.0ch05,1110087,1111777,+,Actin-related protein 43134 complex subunit 1 (AHRD V3.3 *-* A0A151RYL0_CAJCA)             ,-0.077397301,-0.425436015,-2.27969374,0.164562909,0.165318242,0.184352456,-1.677873774,-0.332578284,0.324079572,0.598729504,0.483870412,-1.755701699,-0.22426243,0.325345107,0.113323437,0.497068023,0.583558271,1.573878842,2.112541423,-0.353684954
Solyc05g006550.3,6,SL3.0ch05,1188333,1188845,+,"Microtubule-associated protein ""TORTIFOLIA1,"" putative (AHRD V3.3 *** B9S2H6_RICCO)               ",2.077515639,0.968028313,-0.037461114,0.23886046,1.65546616,1.488757725,0.608169085,0.571076761,-0.065918874,-0.160758843,-0.9061841,-0.989352524,-0.147368984,0.058980462,0.492956066,-1.194079077,-1.274684301,-0.933045695,-1.303686049,-1.147271109
Solyc05g006590.3,8,SL3.0ch05,1218655,1219232,-,protein phosphatase 2A catalytic subunit 1                 ,1.500289061,1.884111059,-1.565827408,0.540058191,0.592951826,0.44001952,-1.515837647,-0.884631468,0.134540104,-0.815393201,-1.402661347,0.378883392,-0.238464301,-1.111879712,0.029929189,-0.006412673,0.248108019,-0.721395176,1.233520863,1.280091709
Solyc05g006930.3,0,SL3.0ch05,1536194,1536610,+,5'-AMP-activated protein kinase subunit beta-2 (AHRD V3.3 *** A0A151SZL4_CAJCA)              ,0.887272364,1.294967187,0.966530888,1.82772578,0.047115306,0.917282271,0.41127075,-0.372158501,0.436516175,1.308927473,0.976892429,-1.285059934,-1.225782432,-1.002339364,-1.25176566,-0.949005349,-1.262947134,-0.451172384,-0.550510212,-0.723759653
Solyc05g006950.3,8,SL3.0ch05,1547994,1548472,+,Embryo yellow protein (AHRD V3.3 *** K4BWM1_SOLLC)                ,0.325738784,1.47399014,-1.593831149,0.793422313,-0.727829026,0.561008565,-1.619685955,-1.08262359,-0.302474011,-0.702307571,-1.428059167,-0.943049601,0.101095947,0.151956906,-0.158025272,0.668694475,0.876013451,0.951163689,1.917550781,0.73725029
Solyc05g007030.3,8,SL3.0ch05,1626054,1626564,+,heat-inducible transcription repressor (AHRD V3.3 *** AT3G17900.2)                ,0.618661312,0.264333268,-2.002404129,0.206728218,-0.410481162,0.514353077,-1.836820434,-0.795832059,1.102111918,0.480483894,-0.483800985,-1.366326256,0.166138318,0.778568261,0.293034022,-0.474615867,-0.875416953,0.823594944,2.058153587,0.939537027
Solyc05g007050.3,6,SL3.0ch05,1643183,1644064,+,Kinase family protein (AHRD V3.3 *** B9H0D5_POPTR)                ,0.880100949,0.67408545,-0.865137599,0.090393715,1.745556834,0.50202815,0.000903339,0.194028785,1.706044044,1.161208094,1.392019569,-1.518053692,-0.602319361,-0.102200818,-0.198929974,-0.998649845,-1.64520517,-0.796539776,-0.570763654,-1.048569042
Solyc05g007260.3,8,SL3.0ch05,1928823,1929027,-,Ribulose-phosphate 3-epimerase (AHRD V3.3 *** K4BWQ2_SOLLC)                 ,1.766784258,0.139181034,-1.84174156,0.096406862,1.978723508,-0.67071548,-1.876680419,-0.935519575,0.795245063,-0.729710091,-1.046134337,-0.369560528,0.845905902,0.045245574,-0.451727807,0.222016086,0.59235231,0.439641197,0.877101006,0.123186995
Solyc05g007280.3,1,SL3.0ch05,1943965,1944047,-,DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein (AHRD V3.3 *-* AT1G31880.1)          ,2.198272357,-0.673394151,-1.107274419,-0.971338854,3.019165679,-0.618148124,-1.038179049,-0.318344266,0.834234343,-0.045620121,-0.50194488,-0.358482285,-0.172574649,-0.445598285,-0.474785845,-0.188090681,0.028333559,0.100650991,0.264910329,0.46820835
Solyc05g007290.2,8,SL3.0ch05,1951327,1952397,-,Regulator of chromosome condensation (RCC1) family protein (AHRD V3.3 *** G7K368_MEDTR)            ,0.566731064,-0.234935357,-1.515161601,-0.648650496,-0.814917724,-0.424642623,-1.453322403,-0.385611929,1.876859871,-0.449536637,-1.449898389,-0.440733777,-0.189610712,0.346164192,0.315299122,-0.106307216,0.546439308,1.062149362,1.307045003,2.092640939
Solyc05g007550.2,9,SL3.0ch05,2097736,2098530,+,"NAC domain-containing ""protein,"" putative (AHRD V3.3 *** B9S8V8_RICCO)               ",2.457797787,-0.421131734,-0.421131734,-0.375080279,1.846909581,-0.421131734,-0.421131734,-0.421131734,2.758713136,-0.421131734,-0.421131734,-0.399379705,-0.421131734,-0.421131734,-0.421131734,-0.421131734,-0.421131734,-0.421131734,-0.393116244,-0.421131734
Solyc05g007560.3,6,SL3.0ch05,2103259,2103403,-,60S ribosomal protein L34 (AHRD V3.3 *** RL34_TOBAC)               ,2.022975509,1.491296367,-0.020070222,1.622064702,2.206844297,-0.006770596,-0.609180511,-0.613192768,-0.052066201,-0.343329243,-0.376605207,-0.259879204,0.227751297,-0.547140378,-0.142838508,-0.336759559,-1.128425645,-0.827243272,-1.154852167,-1.152578693
Solyc05g008060.3,6,SL3.0ch05,2485319,2486023,+,SlPIN4                      ,-0.161145516,1.377786386,0.668994216,-0.39229032,0.50557062,1.973760547,1.195480459,1.590917383,-0.306096797,0.581526297,-0.023634706,-1.241236306,0.309482618,-0.232690655,0.140321624,-1.005686409,-1.288028408,-1.187627203,-1.270786696,-1.234617136
Solyc05g008190.3,8,SL3.0ch05,2581171,2581364,-,Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *** AT3G10530.1)               ,0.319442972,0.11049528,-1.70699384,-0.134923994,0.360525581,-0.69599683,-2.054554897,-0.740367196,0.186649113,-0.252824655,-0.951210361,-0.918801188,0.487637143,0.575207793,0.429080848,0.180996328,-0.304479195,1.594580866,2.004560153,1.510976078
Solyc05g008260.3,8,SL3.0ch05,2647994,2648906,-,Peptidyl serine alpha-galactosyltransferase (AHRD V3.3 *** H3JU07_TOBAC)                ,1.74010496,0.540334763,-2.024197006,0.124777564,-0.223782151,-0.201144701,-1.686427933,-0.875117389,1.208988099,0.250461787,-1.011638677,-1.433602769,0.614751267,0.345362763,-0.53176607,-0.076268801,0.23870553,0.937051514,1.486705033,0.576702214
Solyc05g008600.3,8,SL3.0ch05,2919986,2920226,-,Fructose-bisphosphate aldolase (AHRD V3.3 *** K4BX34_SOLLC)                 ,1.625316853,0.025505393,-1.965029902,-0.648528658,1.559367342,-0.392306341,-1.932245756,-0.416188252,0.476455847,-0.624130857,-1.490879915,0.16867555,1.56708295,0.312393348,-0.281120174,0.613433481,0.489088709,0.484264968,0.480298078,-0.051452664
Solyc05g008830.3,8,SL3.0ch05,3059287,3060389,+,Octicosapeptide/Phox/Bem1p family protein (AHRD V3.3 *** AT2G01190.1)                ,0.018429701,0.531280554,-2.079215686,-0.877088241,-0.288459922,1.137447479,-1.750585038,-1.002506584,0.334153191,0.392205965,-0.685397064,-1.28430884,1.380405184,1.723874538,0.909668321,0.200171026,-0.053307949,0.602570067,0.825669135,-0.035005838
Solyc05g008900.3,6,SL3.0ch05,3115256,3115517,-,Fiber protein Fb34 (AHRD V3.3 *** A0A072VR88_MEDTR)                ,1.735640893,1.856956049,-0.49627058,0.07010998,1.624178761,0.468247619,-0.538500188,-0.363411927,1.177083634,0.507185619,-0.882802227,-0.913539608,0.89801614,0.314624637,-0.272398437,-0.998955958,-1.436769662,-0.610758259,-0.910584101,-1.228052384
Solyc05g009220.3,8,SL3.0ch05,3369369,3369662,+,Glutamine--tRNA ligase (AHRD V3.3 *** SYQ_LUPLU)                 ,-0.186063446,1.458138389,-1.991950592,-0.561130948,-0.302341591,0.095618826,-1.768710519,-0.744026914,0.990191541,0.912859267,-0.086426836,-1.509722522,-0.809149008,0.735967107,0.703857319,0.136538195,-0.106530868,0.867732685,1.736339037,0.428810878
Solyc05g009260.1,6,SL3.0ch05,3398507,3398752,+,Protein TRANSPORT INHIBITOR RESPONSE 1 (AHRD V3.3 *-* TIR1_ARATH)              ,0.206207579,0.57639125,1.118798826,0.875468761,0.880051436,0.005840625,0.369243487,-0.460082694,-1.095581673,1.217078026,1.830649571,-0.94749308,0.92289254,0.681047056,-0.063805755,-0.495234831,-1.311168053,-1.214940714,-1.587640475,-1.507721883
Solyc05g009320.3,7,SL3.0ch05,3455730,3455991,-,"LOB domain-containing ""protein,"" putative (AHRD V3.3 *** B9T058_RICCO)               ",2.599784531,-0.589688434,-0.593304946,-0.586655479,2.229910131,-0.58972268,-0.593140251,-0.53368094,1.85662063,-0.557882009,-0.594059378,0.525418998,0.208192988,0.255441279,-0.090961885,-0.584253193,-0.593244511,-0.583756649,-0.592867976,-0.592150227
Solyc05g009330.3,6,SL3.0ch05,3482313,3482510,-,Fiber protein Fb34 (AHRD V3.3 *** G7JX88_MEDTR)                ,1.134659304,1.579487321,0.078231806,1.198117103,0.935835032,0.678106654,0.203339221,-0.615877054,-0.678343109,-0.001732106,-1.103489685,1.098089967,1.527208544,0.281755018,-0.188791474,-0.874128774,-1.368427764,-1.25614025,-1.417260117,-1.210639636
Solyc05g009400.2,8,SL3.0ch05,3550242,3552050,+,Pentatricopeptide repeat-containing family protein (AHRD V3.3 *** B9HJ37_POPTR)               ,-0.359961319,2.30932594,-1.885323903,1.259762656,-0.279106745,0.43248676,-1.589315891,-0.933094329,1.137006954,0.260137643,-1.38032373,-0.647342907,-0.06135805,0.088163065,0.123672379,-0.287759065,-0.406471882,0.742822041,0.995945519,0.480734864
Solyc05g009790.1,0,SL3.0ch05,3987216,3988403,-,AP2/B3 transcription factor family protein (AHRD V3.3 *** AT1G25560.1)              ,0.482764773,0.256126147,-0.032686453,-0.661861007,0.427060266,1.372079303,1.973347122,0.076344376,1.500705578,1.236497459,0.920583431,0.530681825,-1.097780858,-1.011927368,-0.584920776,-1.097886957,-1.105403558,-1.100450837,-1.103403795,-0.979868669
Solyc05g009920.3,4,SL3.0ch05,4150002,4150738,+,P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.3 *** AT1G26090.1)            ,-1.595374796,-0.062949726,-0.027407297,0.419265894,-1.522563803,-0.926314034,-0.597409616,0.140339482,-1.523623827,-0.383713606,-0.066919807,-1.00778476,0.123944337,0.906878878,-0.337205497,0.915188385,1.41836693,0.947563453,2.079062111,1.100657299
Solyc05g010030.3,0,SL3.0ch05,4233005,4233141,-,"MIZU-KUSSEI-like protein (Protein of unknown ""function,"" DUF617) (AHRD V3.3 *** AT3G25640.2)            ",2.234065399,1.298774382,0.623919602,-0.148504476,1.390841612,0.43553456,-0.559993122,-0.777652205,0.893561596,1.630973628,-0.090131304,-0.792064982,0.171736543,-0.747932373,-0.778935161,-0.95408441,-0.95823476,-0.933795057,-0.977623576,-0.960455896
Solyc05g010140.3,8,SL3.0ch05,4317244,4317488,-,Receptor protein kinase (AHRD V3.3 *-* T2C4B6_BRAJU)                ,-0.07676369,0.434849437,-2.233980414,-0.821395061,-0.740245268,0.963018618,-1.510150788,-1.345583746,0.545119763,0.984719044,-0.916823073,0.20032912,1.252618645,1.243649233,0.9006156,-0.188274624,0.551627078,0.450715798,1.129987582,-0.824033254
Solyc05g010160.3,8,SL3.0ch05,4351964,4352347,+,"Importin, putative (AHRD V3.3 *** B9RLA7_RICCO)                 ",0.577108178,1.662725151,-1.804081369,-0.131118673,0.369183574,0.930329437,-1.729964366,-1.529274912,0.693373206,0.174676062,-1.104259612,-0.199399484,0.750998564,0.51946861,0.915423132,-0.705277385,-1.396654619,0.520187997,0.868312531,0.618243977
Solyc05g010400.3,6,SL3.0ch05,4637482,4638399,-,NSP-interacting kinase 1 (AHRD V3.3 *** AT5G16000.1)                ,1.335927773,1.76457277,-0.307694582,1.067309355,1.18339035,0.654135906,-0.600831625,-0.483686405,2.29037679,0.412204239,-0.39515725,-0.951372149,-0.332795237,-0.453250885,-0.489028176,-0.924883612,-0.909251609,-0.905722783,-0.985738256,-0.968504616
Solyc05g010590.3,0,SL3.0ch05,4832299,4833229,-,WPP domain-interacting tail-anchored protein 1 (AHRD V3.3 *** A0A1D1YXK4_9ARAE)              ,0.916156022,1.11540915,0.1343518,-0.087238859,0.699235072,0.023656104,-0.131900049,-0.046503865,2.110568474,1.401055872,1.923776538,-0.874769152,-0.84931101,-0.85574559,-0.875850504,-0.944206618,-0.941833041,-0.745644422,-0.992103748,-0.979102172
Solyc05g011820.2,6,SL3.0ch05,5053259,5054033,-,Prolyl oligopeptidase family protein (AHRD V3.3 *** AT1G69020.2)               ,0.161591839,1.659960269,0.061742855,2.36318885,-0.560345975,0.796157362,0.243035593,0.3440126,0.497512035,0.953657429,-0.156463917,-1.07796221,0.763075917,0.281630053,-0.26634534,-1.129844855,-1.327887451,-1.015025122,-1.287540767,-1.304149166
Solyc05g011970.3,1,SL3.0ch05,5182031,5182523,+,Cytochrome P450 (AHRD V3.3 *** A0A103XV52_CYNCS)                 ,2.004465235,-0.588981087,-0.530501475,-0.47803215,1.623329189,-0.529846492,-0.483289586,-0.444774634,3.093054249,-0.274811221,-0.267160057,-0.45834477,-0.624013444,-0.613319801,-0.534651791,-0.579037201,-0.485282984,-0.258870611,0.405168107,0.024900524
Solyc05g011980.3,5,SL3.0ch05,5192172,5193155,-,Photosystem II reaction center protein M (AHRD V3.3 --* PSBM_PHYPA)             ,1.277849469,1.114784546,-0.941945569,-0.410347475,0.287822592,0.081642669,-1.167498961,-0.725572452,0.387438975,0.432097248,-0.990696551,1.772856525,1.976691771,1.068930555,0.178960624,-0.132746801,-0.786754904,-1.129780553,-1.184380588,-1.109351119
Solyc05g012010.3,1,SL3.0ch05,5215953,5216603,+,RING/U-box superfamily protein (AHRD V3.3 *** AT5G15790.5)                ,0.325826163,-0.998806836,-1.251603512,-0.796252289,0.581290167,-0.616987068,-1.123192234,-1.201376003,1.449865101,0.490446949,-0.518140787,-1.245329745,-1.043590608,0.311443545,-0.273143632,1.030211901,1.086048494,1.588836865,1.674310524,0.530143005
Solyc05g012040.3,1,SL3.0ch05,5272224,5272957,+,Squamosa promoter binding protein 6b                  ,0.487370435,-0.351023987,-1.182845562,-0.43730218,0.214325004,-0.095706429,-1.07909413,-0.151204708,1.617449364,0.392370763,-0.698677124,-1.40273677,-1.220442552,-0.617019508,-0.326197295,-0.078379655,0.164231082,1.749407668,2.498669011,0.51680657
Solyc05g012150.3,8,SL3.0ch05,5355757,5356622,+,"Ubiquinone biosynthesis protein COQ4 ""homolog,"" mitochondrial (AHRD V3.3 *** K4BXT8_SOLLC)             ",-1.033639132,-0.225592246,-1.889843617,0.659454928,-0.27989547,0.07416262,-1.878962043,-0.252265452,-0.495596891,0.167091525,-0.908942898,-0.50577492,1.609117498,1.232894106,0.287576586,2.054734788,1.187895401,0.102813093,0.028277857,0.066494269
Solyc05g012160.3,6,SL3.0ch05,5360160,5360341,-,SPIRAL1-like1 (AHRD V3.3 *** AT1G26355.1)                  ,1.15111985,0.320821362,-0.556989009,1.006648068,1.694176774,1.554677417,-0.146563133,-0.142203707,-0.943342821,-0.147580609,0.40707798,-0.414450029,1.157166956,0.609222096,0.513299161,-0.213287666,-1.471121913,-1.246802248,-1.447332357,-1.684536171
Solyc05g012260.3,8,SL3.0ch05,5552539,5552822,-,Purple acid phosphatase (AHRD V3.3 *** A0A0V0IMQ9_SOLCH)                ,1.645905293,0.049770183,-2.321645364,-0.774631932,1.7653628,0.459969773,-1.724502874,-0.39151635,0.659227561,-0.139261459,-0.902936362,-1.145997593,0.562369328,0.411946873,0.037040501,0.897206218,-0.407231368,0.181611188,0.816348909,0.320964675
Solyc05g012580.1,6,SL3.0ch05,5800175,5800387,+,cation/H+ exchanger 19 (AHRD V3.3 --* AT3G17630.2)                ,-0.109972835,0.823136973,0.387508496,-0.349053847,0.33861545,0.766416259,-0.768415394,-0.30764491,1.200665253,1.535886213,0.083123501,1.484340219,1.466433082,0.315258076,-0.061729317,-1.30289809,-1.591050263,-1.491332557,-1.149166647,-1.270119662
Solyc05g013030.1,8,SL3.0ch05,6146122,6147393,+,26S proteasome non-ATPase regulatory subunit-like protein (AHRD V3.3 *** G7I549_MEDTR)             ,-0.072457176,0.484929926,-1.861188251,-0.169929742,-0.639950295,0.313856952,-1.810117269,-0.617462033,-0.196028326,-0.676129648,-0.986380869,-0.580000747,0.000167955,0.209420231,0.400197713,0.742119315,0.391955459,0.971429248,2.216670321,1.878897238
Solyc05g013050.3,8,SL3.0ch05,6159816,6159971,+,Vesicle transport v-SNARE protein (AHRD V3.3 *** A0A0K0XR08_TOBAC)               ,0.1619094,0.006362733,-2.315347606,-1.218494031,0.515026359,0.213821357,-1.911867422,-0.555012231,0.318760735,0.444336698,1.117815846,-1.598895676,0.162504681,0.917925817,0.273771525,1.116588934,0.303544263,0.867683877,1.303047376,-0.123482634
Solyc05g013070.3,8,SL3.0ch05,6172142,6172219,+,"Protein ""kinase,"" putative (AHRD V3.3 *** B9S913_RICCO)                ",1.513380951,-0.221961676,-2.037345675,-1.414475949,1.229448741,0.66295234,-1.210535696,-1.593935412,1.263582111,0.582801542,0.344899774,0.241468383,-1.049180879,-0.368654754,1.061495557,0.483630552,0.241671483,-0.578808972,0.63285692,0.216710659
Solyc05g013130.3,6,SL3.0ch05,6226845,6227152,-,Transmembrane emp24 domain-containing protein 10 (AHRD V3.3 *** W9SPK8_9ROSA)              ,1.506783064,0.920543106,-0.910676286,2.195301694,2.147507654,-0.011235581,-0.733992109,-1.072856616,0.20464618,-0.361461854,-0.132633391,-0.022426836,0.466680442,-0.070296732,0.05733557,-0.327695094,-1.618852761,-0.81236862,-0.474595285,-0.949706546
Solyc05g013140.3,8,SL3.0ch05,6234993,6235715,+,O-fucosyltransferase family protein (AHRD V3.3 *** AT1G14020.1)                ,1.621749196,0.949952755,-1.903841581,1.369779628,0.422113418,0.209795291,-1.706718617,-0.663225745,1.700313404,0.371208121,-1.366527976,-0.238394561,0.35305164,-0.036362266,0.178547383,-0.276667501,-1.047371751,-0.387558453,0.879168266,-0.42901065
Solyc05g013170.2,8,SL3.0ch05,6256208,6256802,-,GCK domain-containing protein (AHRD V3.3 *-* AT1G14060.1)                ,0.486387867,0.272865863,-1.388802409,-0.031849388,0.783432242,-0.903451916,-1.510910858,-0.905438726,0.078677225,-0.724924945,-1.0652965,-0.553049605,-0.523390524,0.048896888,0.139828261,0.404603845,-0.18212347,1.341798572,2.154071759,2.078675816
Solyc05g013190.3,6,SL3.0ch05,6272754,6272999,-,Ribosomal protein L32 (AHRD V3.3 *** K7VPA9_SOLTU)                ,0.513572803,1.368634841,0.564306039,2.099787093,-0.363646915,0.676070944,0.996390832,-0.09245476,-0.470701392,0.775525567,1.470033402,-0.949148701,0.255706397,-0.317226986,-0.633280325,-1.263308676,-1.398201561,-1.099184518,-0.894335152,-1.238538933
Solyc05g013240.3,6,SL3.0ch05,6331863,6334549,+,"DUF538 family ""protein,"" putative (Protein of unknown ""function,"" DUF538) (AHRD V3.3 *** AT1G55265.1)          ",0.535397414,1.030334523,-0.493334437,0.149215936,-0.201937463,0.57106329,-0.228909148,-0.832860661,-0.629439401,0.093826082,0.006650376,0.078876507,2.176030548,0.951751092,0.959322971,1.159814248,-0.243072995,-1.273144224,-1.807202036,-2.002382622
Solyc05g013250.2,6,SL3.0ch05,6332846,6333034,-,F-box/RNI-like superfamily protein (AHRD V3.3 --* AT3G26922.2)                ,0.815495125,1.798599984,0.673718735,0.359154195,0.188061881,1.930607951,1.50765227,-0.006758922,-0.931540925,0.200152223,0.108375499,-1.108227068,0.374036976,0.067041687,-0.677076907,-0.329301008,-0.771245872,-1.082889687,-1.539498267,-1.57635787
Solyc05g013253.1,6,SL3.0ch05,6334399,6334649,-,"Disease resistance ""protein,"" putative (AHRD V3.3 *-* Q6L432_SOLDE)               ",1.904349551,1.453694755,-0.926961836,0.307401614,-0.570474374,1.687497069,-0.347002696,-0.129197194,1.761489928,0.628287173,-0.951957363,-0.705559008,0.233844785,0.55662129,-0.173687101,-1.279056431,-0.935425208,-0.923425046,-0.984303837,-0.606136071
Solyc05g013340.3,8,SL3.0ch05,6437739,6438049,-,AP-1 complex subunit mu-1 (AHRD V3.3 *** A0A1D1ZCP5_9ARAE)               ,0.475319884,0.39420901,-2.49959896,-0.400878575,0.303198338,0.171916468,-1.953867994,-1.114554455,0.73034647,-0.153876105,-0.702864354,-0.991454652,0.240735498,0.968767246,0.701573116,0.437437222,-0.121806892,0.994261129,1.518533629,1.002603977
Solyc05g013560.3,0,SL3.0ch05,6840616,6840897,+,serine-rich protein-like protein (AHRD V3.3 *-* AT5G55980.1)                ,0.767737981,0.484732854,1.910800259,-0.477584263,1.155919043,0.327038493,0.306266984,-0.727303774,0.631246668,1.769383716,1.69269801,-0.866510772,-0.847703888,-0.877413107,-0.890365436,-0.890905708,-0.884943558,-0.817399365,-0.893150542,-0.872543597
Solyc05g013680.3,0,SL3.0ch05,6984782,6985210,-,GDSL esterase/lipase (AHRD V3.3 *** W9RN10_9ROSA)                 ,2.893413902,0.377357007,0.068176229,0.429628124,2.287873707,-0.108821583,-0.048768672,0.052637245,0.936869333,0.015232881,-0.175430735,-0.578329717,-0.557646835,-0.671488679,-0.823784576,-0.818685782,-0.847229503,-0.764717346,-0.847229503,-0.819055498
Solyc05g013730.3,6,SL3.0ch05,7039383,7040371,-,O-fucosyltransferase family protein (AHRD V3.3 *** AT3G26370.1)                ,0.900413422,2.214839341,-1.557275298,0.563681054,-0.038255847,1.733426518,-1.369624665,-0.725490052,0.700425959,0.556927427,-0.401428784,-0.722070186,0.503083531,0.762380749,0.593735101,-0.01615102,-1.045292683,-1.007369326,-0.828090525,-0.817864715
Solyc05g014230.3,6,SL3.0ch05,7985497,7985890,-,RING finger protein (AHRD V3.3 *** A0A0B0MVX3_GOSAR)                ,0.305910131,-0.351214269,0.045717651,0.052142593,1.410500139,1.12058632,0.221245803,2.146317879,1.508085933,0.788107853,1.009722615,-1.053315173,-0.908918173,-0.552160072,-0.538687838,-0.938523348,-1.054643003,-1.03627922,-1.074056477,-1.100539345
Solyc05g014240.3,0,SL3.0ch05,8001810,8002239,-,Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** AT1G67720.1)             ,0.996921272,0.651343502,0.270866458,-0.215239302,1.725190815,0.350435688,1.472939174,0.267793115,1.427918679,1.394156858,0.423064303,-1.34169674,-0.688005948,-0.693179109,-0.702263643,-1.141402963,-1.06290624,-1.047837747,-1.008992794,-1.079105376
Solyc05g014340.3,8,SL3.0ch05,8175055,8177437,-,Serine/threonine protein phosphatase 2A regulatory subunit B (AHRD V3.3 *** B9HTC9_POPTR)            ,0.453491624,-0.422691782,-1.725197488,-0.790451027,1.570683406,0.631356203,-0.907356523,-0.103870416,2.244583039,0.463287544,0.780395288,-1.365330539,-1.495488331,-0.574069624,0.684840182,-0.65234844,-0.229148762,-0.028843082,0.725155306,0.741003422
Solyc05g014652.1,6,SL3.0ch05,8653528,8655338,+,Lojap-related protein (AHRD V3.3 *** A0A061E8Z3_THECC)                 ,1.594306487,0.925031599,-0.487569639,1.300973793,1.837935,0.425452987,-1.022900347,-1.28197307,0.499194824,0.153098008,-0.636754081,0.034795303,1.68269246,-0.083613261,-0.684016671,-0.872783056,-1.457408064,-1.072456582,-0.56340605,-0.290599641
Solyc05g015220.3,8,SL3.0ch05,10096054,10096115,-,Mannosyl-oligosaccharide glucosidase (AHRD V3.3 *** W9S315_9ROSA)                 ,0.726209113,2.08513755,-2.350509662,0.841271827,-0.230527873,0.364805819,-1.877206684,-1.183327368,0.280241878,0.023959807,-0.763147583,-0.65897631,0.57081219,0.005730719,0.683106088,0.278499152,-0.624363108,0.446455731,1.059768513,0.322060203
Solyc05g015420.3,9,SL3.0ch05,10485832,10486157,-,HCP family protein with MYND-type zinc finger protein (AHRD V3.3 *** A0A072U431_MEDTR)           ,0.94323759,1.040198457,-0.465070169,-0.918151987,1.455544833,1.354108627,-0.26975025,-0.880678259,2.388003701,1.117719776,0.42619334,-1.079235172,-0.996458225,-0.184093775,-0.606842461,-0.617695506,-0.855014008,-0.495840043,-0.364217856,-0.991958615
Solyc05g015480.3,9,SL3.0ch05,10697914,10698837,+,Molybdenum cofactor sulfurase (AHRD V3.3 *** A0A1D1Y5S2_9ARAE)                ,0.915555571,-1.061936243,-1.061936243,-0.939896346,1.048969819,-0.887855263,-1.030844858,-0.51058495,3.193797074,0.264070394,-0.669907013,-0.716342386,-0.143948219,0.18542624,-0.210631531,0.799196605,-0.247285094,0.565597192,0.660743506,-0.152188254
Solyc05g015720.2,6,SL3.0ch05,11828153,11828488,-,MADS-box transcription factor (AHRD V3.3 *** F1T119_9ERIC)                ,0.053871379,-0.159730431,0.430845889,0.199438102,1.518257993,-0.081023717,1.657876528,-0.074718124,0.737008043,0.70895926,2.582139347,-0.714813113,-0.617677814,-0.394147755,-0.733429835,-0.718773562,-1.023746888,-0.987727962,-1.227766767,-1.154840571
Solyc05g015750.3,7,SL3.0ch05,11903379,11903630,-,SEPALLATA3                      ,-1.076159977,-1.049378864,-1.073233186,1.40924706,-1.075579099,-1.057364847,-1.073325358,0.76286867,-1.075923259,-1.06866733,-1.076081878,0.828004336,1.272383565,0.965389517,1.194447702,1.200245117,0.351311507,0.521678086,0.629469954,0.490668285
Solyc05g015950.3,1,SL3.0ch05,13091167,13091537,-,Glucose-6-phosphate 1-dehydrogenase (AHRD V3.3 *** K4BYW1_SOLLC)                 ,2.315551138,-0.909407971,-1.05036411,-0.595343564,1.444475926,-0.656389171,-0.832416963,0.139732416,2.103017758,0.017005708,-0.453338715,-1.076219923,-0.819043718,-0.830366571,-0.820137284,-0.104894451,0.494007214,0.406738679,0.868908751,0.358484853
Solyc05g016130.2,1,SL3.0ch05,14614005,14614250,+,LOW QUALITY:Photosystem I assembly protein Ycf3 (AHRD V3.3 *-* YCF3_SOLTU)             ,0.090418924,-0.890592673,0.56985228,-0.890592673,-0.890592673,-0.522474415,-0.51947963,-0.890592673,2.043472797,0.540543978,-0.594338063,-0.890592673,0.145709654,-0.890592673,-0.890592673,0.02998137,-0.489332338,1.414243566,2.133278847,1.392271743
Solyc05g017840.3,6,SL3.0ch05,18476270,18476527,+,Plant cadmium resistance 10-like protein (AHRD V3.3 *-* A0A0B0N332_GOSAR)              ,-0.472294197,1.618458878,-0.172143363,2.666726975,0.859479479,0.000616809,0.067906503,0.644834141,0.3880823,0.538635759,0.526261752,-0.79111948,0.431857142,-0.143518856,-0.355645386,-0.673054961,-1.513457671,-1.009054231,-1.252980916,-1.359590678
